2,600,2,go,1,5.366
2,600,2,go,2,5.244
2,600,2,go,3,5.212
2,600,2,go,4,5.327
2,600,2,go,5,4.585
2,600,2,go,6,4.358
2,600,2,go,7,4.370
2,600,2,go,8,4.400
2,600,2,go,9,4.389
2,600,2,go,10,4.381
2,600,2,go,11,4.391
2,600,2,go,12,4.431
2,600,2,go,13,4.396
2,600,2,go,14,4.405
2,600,2,go,15,4.387
2,600,2,go,16,4.383
2,600,2,go,17,4.404
2,600,2,go,18,4.379
2,600,2,go,19,4.410
2,600,2,go,20,4.414
2,600,2,go,21,4.367
2,600,2,go,22,4.399
2,600,2,go,23,4.333
2,600,2,go,24,4.629
2,600,2,go,25,4.325
2,600,2,go,26,4.337
2,600,2,go,27,4.327
2,600,2,go,28,4.340
2,600,2,go,29,4.505
2,600,2,go,30,4.369
2,600,2,go,31,4.338
2,600,2,go,32,4.381
2,600,2,go,33,4.316
2,600,2,go,34,4.378
2,600,2,go,35,4.370
2,600,2,go,36,4.358
2,600,2,go,37,4.381
2,600,2,go,38,4.458
2,600,2,go,39,4.420
2,600,2,go,40,4.385
2,600,2,go,41,4.434
2,600,2,go,42,4.474
2,600,2,go,43,4.358
2,600,2,go,44,4.389
2,600,2,go,45,4.359
2,600,2,go,46,4.356
2,600,2,go,47,4.392
2,600,2,go,48,4.368
2,600,2,go,49,4.377
2,600,2,go,50,4.362
2,600,2,go,51,4.369
2,600,2,go,52,4.385
2,600,2,go,53,4.372
2,600,2,go,54,4.374
2,600,2,go,55,4.387
2,600,2,go,56,4.357
2,600,2,go,57,4.365
2,600,2,go,58,4.354
2,600,2,go,59,4.389
2,600,2,go,60,4.384
2,600,2,go,61,4.355
2,600,2,go,62,4.369
2,600,2,go,63,4.350
2,600,2,go,64,4.398
2,600,2,go,65,4.451
2,600,2,go,66,4.362
2,600,2,go,67,4.411
2,600,2,go,68,4.372
2,600,2,go,69,4.387
2,600,2,go,70,4.371
2,600,2,go,71,4.318
2,600,2,go,72,4.375
2,600,2,go,73,4.340
2,600,2,go,74,4.347
2,600,2,go,75,4.335
2,600,2,go,76,4.333
2,600,2,go,77,4.331
2,600,2,go,78,4.330
2,600,2,go,79,4.329
2,600,2,go,80,4.375
2,600,2,go,81,4.346
2,600,2,go,82,4.337
2,600,2,go,83,4.337
2,600,2,go,84,4.317
2,600,2,go,85,4.385
2,600,2,go,86,4.355
2,600,2,go,87,4.367
2,600,2,go,88,4.338
2,600,2,go,89,4.352
2,600,2,go,90,4.389
2,600,2,go,91,4.346
2,600,2,go,92,4.369
2,600,2,go,93,4.400
2,600,2,go,94,4.358
2,600,2,go,95,4.383
2,600,2,go,96,4.354
2,600,2,go,97,4.357
2,600,2,go,98,4.389
2,600,2,go,99,4.360
2,600,2,go,100,4.362
2,700,2,go,1,4.895
2,700,2,go,2,4.732
2,700,2,go,3,4.573
2,700,2,go,4,4.772
2,700,2,go,5,4.520
2,700,2,go,6,4.625
2,700,2,go,7,4.540
2,700,2,go,8,4.557
2,700,2,go,9,4.610
2,700,2,go,10,4.627
2,700,2,go,11,4.801
2,700,2,go,12,4.646
2,700,2,go,13,4.497
2,700,2,go,14,4.583
2,700,2,go,15,4.631
2,700,2,go,16,4.521
2,700,2,go,17,4.569
2,700,2,go,18,4.553
2,700,2,go,19,4.551
2,700,2,go,20,4.532
2,700,2,go,21,4.590
2,700,2,go,22,4.552
2,700,2,go,23,4.580
2,700,2,go,24,5.291
