PC;Tamaño (nxn);Algoritmo;Lenguaje;Repetición;Tiempo (ns)
2;400;4;c++;1;1.1843
2;400;4;c++;1;1.1847
2;400;4;c++;1;1.1844
2;400;4;c++;1;1.1840
2;400;4;c++;1;1.1846
2;400;4;c++;1;1.1845
2;400;4;c++;1;1.1870
2;400;4;c++;1;1.1858
2;400;4;c++;1;1.2111
2;400;4;c++;1;1.1842
2;400;4;c++;1;1.1848
2;400;4;c++;1;1.1845
2;400;4;c++;1;1.1842
2;400;4;c++;1;1.1838
2;400;4;c++;1;1.1846
2;400;4;c++;1;1.1848
2;400;4;c++;1;1.1844
2;400;4;c++;1;1.1837
2;400;4;c++;1;1.1862
2;400;4;c++;1;1.1834
2;400;4;c++;1;1.1854
2;400;4;c++;1;1.1858
2;400;4;c++;1;1.1850
2;400;4;c++;1;1.1850
2;400;4;c++;1;1.1842
2;400;4;c++;1;1.1835
2;400;4;c++;1;1.1842
2;400;4;c++;1;1.1835
2;400;4;c++;1;1.1846
2;400;4;c++;1;1.2010
2;400;4;c++;1;1.1841
2;400;4;c++;1;1.1857
2;400;4;c++;1;1.1842
2;400;4;c++;1;1.1842
2;400;4;c++;1;1.1850
1;500;4;c++;1;1.0092
1;500;4;c++;1;1.0324
1;500;4;c++;1;1.2812
1;500;4;c++;1;1.0852
1;500;4;c++;1;1.0260
1;500;4;c++;1;1.0208
1;500;4;c++;1;1.1712
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.1236
1;500;4;c++;1;1.2232
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.0312
1;500;4;c++;1;1.0048
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0296
1;500;4;c++;1;1.0236
1;500;4;c++;1;1.2404
1;500;4;c++;1;1.0252
1;500;4;c++;1;1.0236
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0376
1;500;4;c++;1;1.0080
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0396
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.0396
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.2464
1;500;4;c++;1;1.0088
1;500;4;c++;1;1.0080
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0408
1;500;4;c++;1;1.0080
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0400
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0388
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.2956
1;500;4;c++;1;1.1300
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.0980
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0080
1;500;4;c++;1;1.1492
1;500;4;c++;1;1.0144
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.1820
1;500;4;c++;1;1.0080
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0400
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0080
1;500;4;c++;1;1.1000
1;500;4;c++;1;1.0604
1;500;4;c++;1;1.0372
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0400
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.1956
1;500;4;c++;1;1.0968
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0396
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0368
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0364
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0040
1;500;4;c++;1;1.0364
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0532
1;500;4;c++;1;1.0080
1;500;4;c++;1;1.0352
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.1504
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0084
1;500;4;c++;1;1.0368
1;500;4;c++;1;1.0044
1;500;4;c++;1;1.0044
2;500;4;c++;1;1.1767
2;500;4;c++;1;1.1474
2;500;4;c++;1;1.1473
2;500;4;c++;1;1.1476
2;500;4;c++;1;1.1475
2;500;4;c++;1;1.1474
2;500;4;c++;1;1.1483
2;500;4;c++;1;1.1522
2;500;4;c++;1;1.1556
2;500;4;c++;1;1.1558
2;500;4;c++;1;1.1554
2;500;4;c++;1;1.1564
2;500;4;c++;1;1.1567
2;500;4;c++;1;1.1578
2;500;4;c++;1;1.2161
2;500;4;c++;1;1.1732
2;500;4;c++;1;1.1727
2;500;4;c++;1;1.1710
2;500;4;c++;1;1.1717
2;500;4;c++;1;1.1715
2;500;4;c++;1;1.1709
2;500;4;c++;1;1.1719
2;500;4;c++;1;1.1719
2;500;4;c++;1;1.1725
2;500;4;c++;1;1.1717
2;500;4;c++;1;1.1715
2;500;4;c++;1;1.1718
2;500;4;c++;1;1.1906
2;500;4;c++;1;1.1722
2;500;4;c++;1;1.1723
2;500;4;c++;1;1.1711
2;500;4;c++;1;1.1717
2;500;4;c++;1;1.1740
2;500;4;c++;1;1.1721
2;500;4;c++;1;1.1713
2;500;4;c++;1;1.1723
2;500;4;c++;1;1.1730
2;500;4;c++;1;1.1723
2;500;4;c++;1;1.1711
2;500;4;c++;1;1.1723
2;500;4;c++;1;1.1982
2;500;4;c++;1;1.1718
2;500;4;c++;1;1.1714
2;500;4;c++;1;1.1723
2;500;4;c++;1;1.1743
2;500;4;c++;1;1.1734
2;500;4;c++;1;1.1727
2;500;4;c++;1;1.1717
2;500;4;c++;1;1.1721
2;500;4;c++;1;1.1715
2;500;4;c++;1;1.1742
2;500;4;c++;1;1.1723
2;500;4;c++;1;1.1738
2;500;4;c++;1;1.1715
2;500;4;c++;1;1.1839
2;500;4;c++;1;1.1740
2;500;4;c++;1;1.1738
2;500;4;c++;1;1.1733
2;500;4;c++;1;1.1743
2;500;4;c++;1;1.1756
2;500;4;c++;1;1.1731
2;500;4;c++;1;1.1734
2;500;4;c++;1;1.1740
2;500;4;c++;1;1.1757
2;500;4;c++;1;1.1756
2;500;4;c++;1;1.1753
2;500;4;c++;1;1.1737
2;500;4;c++;1;1.1833
2;500;4;c++;1;1.1758
2;500;4;c++;1;1.1743
2;500;4;c++;1;1.1739
2;500;4;c++;1;1.2043
2;500;4;c++;1;1.1738
2;500;4;c++;1;1.1789
2;500;4;c++;1;1.1741
2;500;4;c++;1;1.1725
2;500;4;c++;1;1.1737
2;500;4;c++;1;1.1750
2;500;4;c++;1;1.1738
2;500;4;c++;1;1.1744
2;500;4;c++;1;1.1753
2;500;4;c++;1;1.1947
2;500;4;c++;1;1.1562
2;500;4;c++;1;1.1558
2;500;4;c++;1;1.1588
2;500;4;c++;1;1.1558
2;500;4;c++;1;1.1572
2;500;4;c++;1;1.1564
2;500;4;c++;1;1.1560
2;500;4;c++;1;1.1562
2;500;4;c++;1;1.1584
2;500;4;c++;1;1.1568
2;500;4;c++;1;1.1566
2;500;4;c++;1;1.1566
2;500;4;c++;1;1.1684
2;500;4;c++;1;1.1567
2;500;4;c++;1;1.1558
2;500;4;c++;1;1.1564
2;500;4;c++;1;1.1556
2;500;4;c++;1;1.1952
1;600;4;c++;1;1.2408
1;600;4;c++;1;1.1067
1;600;4;c++;1;1.3106
1;600;4;c++;1;0.9817
1;600;4;c++;1;1.0833
1;600;4;c++;1;0.9831
1;600;4;c++;1;0.9817
1;600;4;c++;1;1.1331
1;600;4;c++;1;0.9817
1;600;4;c++;1;1.0842
1;600;4;c++;1;1.0175
1;600;4;c++;1;0.9814
1;600;4;c++;1;1.0833
1;600;4;c++;1;0.9814
1;600;4;c++;1;0.9817
1;600;4;c++;1;1.0847
1;600;4;c++;1;0.9817
1;600;4;c++;1;1.1189
1;600;4;c++;1;1.4286
1;600;4;c++;1;1.1669
1;600;4;c++;1;0.9825
1;600;4;c++;1;1.1436
1;600;4;c++;1;1.3425
1;600;4;c++;1;1.2183
1;600;4;c++;1;1.1617
1;600;4;c++;1;1.1433
1;600;4;c++;1;0.9794
1;600;4;c++;1;1.0044
1;600;4;c++;1;0.9825
1;600;4;c++;1;1.0250
1;600;4;c++;1;0.9828
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.0869
1;600;4;c++;1;0.9825
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.0047
1;600;4;c++;1;0.9794
1;600;4;c++;1;0.9792
1;600;4;c++;1;1.0044
1;600;4;c++;1;0.9825
1;600;4;c++;1;1.0047
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.0608
1;600;4;c++;1;1.0047
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.0619
1;600;4;c++;1;1.3289
1;600;4;c++;1;1.1033
1;600;4;c++;1;1.1167
1;600;4;c++;1;1.2131
1;600;4;c++;1;1.0047
1;600;4;c++;1;0.9825
1;600;4;c++;1;0.9825
1;600;4;c++;1;1.0042
1;600;4;c++;1;0.9825
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.0014
1;600;4;c++;1;0.9794
1;600;4;c++;1;0.9792
1;600;4;c++;1;1.1942
1;600;4;c++;1;0.9794
1;600;4;c++;1;1.0008
1;600;4;c++;1;1.0919
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.1661
1;600;4;c++;1;1.1456
1;600;4;c++;1;1.0039
1;600;4;c++;1;0.9828
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.0039
1;600;4;c++;1;0.9828
1;600;4;c++;1;0.9828
1;600;4;c++;1;1.0028
1;600;4;c++;1;0.9828
1;600;4;c++;1;0.9794
1;600;4;c++;1;1.0042
1;600;4;c++;1;1.1828
1;600;4;c++;1;1.0450
1;600;4;c++;1;1.0050
1;600;4;c++;1;1.0222
1;600;4;c++;1;1.0278
1;600;4;c++;1;1.0050
1;600;4;c++;1;1.0269
1;600;4;c++;1;1.0050
1;600;4;c++;1;1.0017
1;600;4;c++;1;1.0592
1;600;4;c++;1;1.0050
1;600;4;c++;1;1.0017
1;600;4;c++;1;1.0294
1;600;4;c++;1;1.0017
1;600;4;c++;1;1.0011
1;600;4;c++;1;1.0267
1;600;4;c++;1;1.0053
1;600;4;c++;1;1.0467
1;600;4;c++;1;1.0050
1;600;4;c++;1;1.0050
1;600;4;c++;1;1.0272
1;600;4;c++;1;1.0047
1;600;4;c++;1;1.0014
1;600;4;c++;1;1.0236
2;600;4;c++;1;1.3921
2;600;4;c++;1;1.3758
2;600;4;c++;1;1.3787
2;600;4;c++;1;1.3768
2;600;4;c++;1;1.3777
2;600;4;c++;1;1.3780
2;600;4;c++;1;1.3772
2;600;4;c++;1;1.3769
2;600;4;c++;1;1.4388
2;600;4;c++;1;1.3808
2;600;4;c++;1;1.2144
2;600;4;c++;1;1.1604
2;600;4;c++;1;1.1587
2;600;4;c++;1;1.1598
2;600;4;c++;1;1.1603
2;600;4;c++;1;1.1604
2;600;4;c++;1;1.1607
2;600;4;c++;1;1.1705
2;600;4;c++;1;1.1608
2;600;4;c++;1;1.1610
2;600;4;c++;1;1.1605
2;600;4;c++;1;1.1610
2;600;4;c++;1;1.1588
2;600;4;c++;1;1.1613
2;600;4;c++;1;1.1601
2;600;4;c++;1;1.1605
2;600;4;c++;1;1.1602
2;600;4;c++;1;1.1878
2;600;4;c++;1;1.1732
2;600;4;c++;1;1.1749
2;600;4;c++;1;1.1742
2;600;4;c++;1;1.1747
2;600;4;c++;1;1.1751
2;600;4;c++;1;1.1741
2;600;4;c++;1;1.1746
2;600;4;c++;1;1.1741
2;600;4;c++;1;1.1840
2;600;4;c++;1;1.1740
2;600;4;c++;1;1.1753
2;600;4;c++;1;1.1745
2;600;4;c++;1;1.1748
2;600;4;c++;1;1.1740
2;600;4;c++;1;1.1751
2;600;4;c++;1;1.1741
2;600;4;c++;1;1.1750
2;600;4;c++;1;1.1747
2;600;4;c++;1;1.1816
2;600;4;c++;1;1.1746
2;600;4;c++;1;1.1747
2;600;4;c++;1;1.1749
2;600;4;c++;1;1.1746
2;600;4;c++;1;1.1744
2;600;4;c++;1;1.1737
2;600;4;c++;1;1.1752
2;600;4;c++;1;1.1739
2;600;4;c++;1;1.1977
2;600;4;c++;1;1.1747
2;600;4;c++;1;1.2110
2;600;4;c++;1;1.1619
2;600;4;c++;1;1.1599
2;600;4;c++;1;1.1599
2;600;4;c++;1;1.1607
2;600;4;c++;1;1.1604
2;600;4;c++;1;1.1597
2;600;4;c++;1;1.1738
2;600;4;c++;1;1.1608
2;600;4;c++;1;1.1606
2;600;4;c++;1;1.1601
2;600;4;c++;1;1.1604
2;600;4;c++;1;1.1605
2;600;4;c++;1;1.1600
2;600;4;c++;1;1.1677
2;600;4;c++;1;1.1734
2;600;4;c++;1;1.1722
2;600;4;c++;1;1.1803
2;600;4;c++;1;1.1742
2;600;4;c++;1;1.1732
2;600;4;c++;1;1.1734
2;600;4;c++;1;1.3873
2;600;4;c++;1;1.1733
2;600;4;c++;1;1.1728
2;600;4;c++;1;1.1742
2;600;4;c++;1;1.1736
2;600;4;c++;1;1.2436
2;600;4;c++;1;1.1742
2;600;4;c++;1;1.1747
2;600;4;c++;1;1.1745
2;600;4;c++;1;1.1756
2;600;4;c++;1;1.1742
2;600;4;c++;1;1.1746
2;600;4;c++;1;1.1748
2;600;4;c++;1;1.1741
2;600;4;c++;1;1.1819
2;600;4;c++;1;1.1744
2;600;4;c++;1;1.1755
2;600;4;c++;1;1.1734
2;600;4;c++;1;1.1752
2;600;4;c++;1;1.1750
2;600;4;c++;1;1.1749
2;600;4;c++;1;1.1742
1;700;4;c++;1;1.0341
1;700;4;c++;1;1.0082
1;700;4;c++;1;1.0286
1;700;4;c++;1;1.0076
1;700;4;c++;1;1.0584
1;700;4;c++;1;1.0078
1;700;4;c++;1;1.0231
1;700;4;c++;1;1.1422
1;700;4;c++;1;1.0971
1;700;4;c++;1;1.0039
1;700;4;c++;1;1.0249
1;700;4;c++;1;1.0186
1;700;4;c++;1;1.0316
1;700;4;c++;1;1.0039
1;700;4;c++;1;1.0241
1;700;4;c++;1;1.0039
1;700;4;c++;1;1.0237
1;700;4;c++;1;1.0039
1;700;4;c++;1;1.0235
1;700;4;c++;1;1.0039
1;700;4;c++;1;1.0235
1;700;4;c++;1;1.0037
1;700;4;c++;1;1.1233
1;700;4;c++;1;1.0247
1;700;4;c++;1;1.0073
1;700;4;c++;1;1.0410
1;700;4;c++;1;1.1041
1;700;4;c++;1;1.0676
1;700;4;c++;1;1.0310
1;700;4;c++;1;1.0510
1;700;4;c++;1;1.0310
1;700;4;c++;1;1.0543
1;700;4;c++;1;1.0308
1;700;4;c++;1;1.0714
1;700;4;c++;1;1.0308
1;700;4;c++;1;1.0506
1;700;4;c++;1;1.0310
1;700;4;c++;1;1.0508
1;700;4;c++;1;1.0545
1;700;4;c++;1;1.0473
1;700;4;c++;1;1.0271
1;700;4;c++;1;1.0482
1;700;4;c++;1;1.0271
1;700;4;c++;1;1.0486
1;700;4;c++;1;1.0310
1;700;4;c++;1;1.0892
1;700;4;c++;1;1.0320
1;700;4;c++;1;1.0522
1;700;4;c++;1;1.0476
1;700;4;c++;1;1.0459
1;700;4;c++;1;1.0571
1;700;4;c++;1;1.0310
1;700;4;c++;1;1.0731
1;700;4;c++;1;1.0320
1;700;4;c++;1;1.0522
1;700;4;c++;1;1.0314
1;700;4;c++;1;1.0537
1;700;4;c++;1;1.0327
1;700;4;c++;1;1.0512
1;700;4;c++;1;1.0318
1;700;4;c++;1;1.0514
1;700;4;c++;1;1.0469
1;700;4;c++;1;1.0694
1;700;4;c++;1;1.0308
1;700;4;c++;1;1.0506
1;700;4;c++;1;1.0388
1;700;4;c++;1;1.0520
1;700;4;c++;1;1.0271
1;700;4;c++;1;1.0482
1;700;4;c++;1;1.0273
1;700;4;c++;1;1.0510
1;700;4;c++;1;1.0271
1;700;4;c++;1;1.0727
1;700;4;c++;1;1.0510
1;700;4;c++;1;1.0308
1;700;4;c++;1;1.0502
1;700;4;c++;1;1.0308
1;700;4;c++;1;1.0504
1;700;4;c++;1;1.0310
1;700;4;c++;1;1.0484
1;700;4;c++;1;1.0308
1;700;4;c++;1;1.0484
1;700;4;c++;1;1.0308
1;700;4;c++;1;1.0771
1;700;4;c++;1;1.0971
1;700;4;c++;1;1.0520
1;700;4;c++;1;1.0290
1;700;4;c++;1;1.0471
1;700;4;c++;1;1.0292
1;700;4;c++;1;1.0506
1;700;4;c++;1;1.0288
1;700;4;c++;1;1.0692
1;700;4;c++;1;1.0563
1;700;4;c++;1;1.0439
1;700;4;c++;1;1.0467
1;700;4;c++;1;1.0253
1;700;4;c++;1;1.0453
1;700;4;c++;1;1.0290
1;700;4;c++;1;1.0461
1;700;4;c++;1;1.0467
2;700;4;c++;1;1.1502
2;700;4;c++;1;1.1542
2;700;4;c++;1;1.1638
2;700;4;c++;1;1.1633
2;700;4;c++;1;1.1643
2;700;4;c++;1;1.2163
2;700;4;c++;1;1.1622
2;700;4;c++;1;1.1631
2;700;4;c++;1;1.1638
2;700;4;c++;1;1.1636
2;700;4;c++;1;1.1639
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1672
2;700;4;c++;1;1.1639
2;700;4;c++;1;1.1633
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1642
2;700;4;c++;1;1.1629
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1859
2;700;4;c++;1;1.1631
2;700;4;c++;1;1.1645
2;700;4;c++;1;1.1643
2;700;4;c++;1;1.1631
2;700;4;c++;1;1.1638
2;700;4;c++;1;1.1643
2;700;4;c++;1;1.1902
2;700;4;c++;1;1.1630
2;700;4;c++;1;1.1630
2;700;4;c++;1;1.1633
2;700;4;c++;1;1.1643
2;700;4;c++;1;1.1645
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1599
2;700;4;c++;1;1.1625
2;700;4;c++;1;1.1643
2;700;4;c++;1;1.1647
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1702
2;700;4;c++;1;1.1593
2;700;4;c++;1;1.1626
2;700;4;c++;1;1.1639
2;700;4;c++;1;1.1638
2;700;4;c++;1;1.1647
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1782
2;700;4;c++;1;1.1604
2;700;4;c++;1;1.1635
2;700;4;c++;1;1.1645
2;700;4;c++;1;1.1637
2;700;4;c++;1;1.1624
2;700;4;c++;1;1.1630
2;700;4;c++;1;1.1709
2;700;4;c++;1;1.1624
2;700;4;c++;1;1.1647
2;700;4;c++;1;1.1639
2;700;4;c++;1;1.1637
2;700;4;c++;1;1.1597
2;700;4;c++;1;1.1642
2;700;4;c++;1;1.1778
2;700;4;c++;1;1.1634
2;700;4;c++;1;1.1634
2;700;4;c++;1;1.1630
2;700;4;c++;1;1.1648
2;700;4;c++;1;1.1639
2;700;4;c++;1;1.1644
2;700;4;c++;1;1.1702
2;700;4;c++;1;1.1606
2;700;4;c++;1;1.1635
2;700;4;c++;1;1.1637
2;700;4;c++;1;1.1643
2;700;4;c++;1;1.1619
2;700;4;c++;1;1.1642
2;700;4;c++;1;1.1846
2;700;4;c++;1;1.1629
2;700;4;c++;1;1.1639
2;700;4;c++;1;1.1638
2;700;4;c++;1;1.1632
2;700;4;c++;1;1.1644
2;700;4;c++;1;1.1641
2;700;4;c++;1;1.1774
2;700;4;c++;1;1.1627
2;700;4;c++;1;1.1632
2;700;4;c++;1;1.1645
2;700;4;c++;1;1.1639
2;700;4;c++;1;1.1640
2;700;4;c++;1;1.1637
2;700;4;c++;1;1.1694
2;700;4;c++;1;1.1631
2;700;4;c++;1;1.1641
2;700;4;c++;1;1.1636
2;700;4;c++;1;1.1638
2;700;4;c++;1;1.1637
2;700;4;c++;1;1.1572
2;700;4;c++;1;1.1740
2;700;4;c++;1;1.1577
2;700;4;c++;1;1.1643
2;700;4;c++;1;1.1627
2;700;4;c++;1;1.1642
1;800;4;c++;1;1.0031
1;800;4;c++;1;1.0803
1;800;4;c++;1;1.0217
1;800;4;c++;1;1.1484
1;800;4;c++;1;1.1536
1;800;4;c++;1;1.0200
1;800;4;c++;1;1.0025
1;800;4;c++;1;1.0434
1;800;4;c++;1;1.0159
1;800;4;c++;1;1.0028
1;800;4;c++;1;1.1705
1;800;4;c++;1;1.0170
1;800;4;c++;1;1.1069
1;800;4;c++;1;1.0030
1;800;4;c++;1;1.0152
1;800;4;c++;1;1.1036
1;800;4;c++;1;1.0055
1;800;4;c++;1;1.0159
1;800;4;c++;1;1.0161
1;800;4;c++;1;1.0036
1;800;4;c++;1;1.1198
1;800;4;c++;1;1.0198
1;800;4;c++;1;1.0023
1;800;4;c++;1;1.0631
1;800;4;c++;1;1.0186
1;800;4;c++;1;1.0042
1;800;4;c++;1;1.0155
1;800;4;c++;1;1.0155
1;800;4;c++;1;1.0027
1;800;4;c++;1;1.0386
1;800;4;c++;1;1.1019
1;800;4;c++;1;1.0059
1;800;4;c++;1;1.0158
1;800;4;c++;1;1.0338
1;800;4;c++;1;1.0030
1;800;4;c++;1;1.0150
1;800;4;c++;1;1.0147
1;800;4;c++;1;1.0027
1;800;4;c++;1;1.0161
1;800;4;c++;1;1.0147
1;800;4;c++;1;1.0331
1;800;4;c++;1;1.0209
1;800;4;c++;1;1.0603
1;800;4;c++;1;1.0044
1;800;4;c++;1;1.0905
1;800;4;c++;1;1.1095
1;800;4;c++;1;1.0053
1;800;4;c++;1;1.0158
1;800;4;c++;1;1.0152
1;800;4;c++;1;1.0028
1;800;4;c++;1;1.0155
1;800;4;c++;1;1.0361
1;800;4;c++;1;1.0042
1;800;4;c++;1;1.0155
1;800;4;c++;1;1.0267
1;800;4;c++;1;1.0023
1;800;4;c++;1;1.0150
1;800;4;c++;1;1.0158
1;800;4;c++;1;1.0031
1;800;4;c++;1;1.0153
1;800;4;c++;1;1.0673
1;800;4;c++;1;1.0252
1;800;4;c++;1;1.0163
1;800;4;c++;1;1.0198
1;800;4;c++;1;1.0036
1;800;4;c++;1;1.0150
1;800;4;c++;1;1.0033
1;800;4;c++;1;1.0161
1;800;4;c++;1;1.0784
1;800;4;c++;1;1.0034
1;800;4;c++;1;1.0152
1;800;4;c++;1;1.0150
1;800;4;c++;1;1.0148
1;800;4;c++;1;1.0150
1;800;4;c++;1;1.0381
1;800;4;c++;1;1.0611
1;800;4;c++;1;1.0380
1;800;4;c++;1;1.0159
1;800;4;c++;1;1.0027
1;800;4;c++;1;1.0158
1;800;4;c++;1;1.0267
1;800;4;c++;1;1.0031
1;800;4;c++;1;1.0153
1;800;4;c++;1;1.0148
1;800;4;c++;1;1.0023
1;800;4;c++;1;1.0166
1;800;4;c++;1;1.0147
1;800;4;c++;1;1.0036
1;800;4;c++;1;1.0322
1;800;4;c++;1;1.0145
1;800;4;c++;1;1.0025
1;800;4;c++;1;1.0800
1;800;4;c++;1;1.0964
1;800;4;c++;1;1.0091
1;800;4;c++;1;1.0166
1;800;4;c++;1;1.0153
1;800;4;c++;1;1.0141
1;800;4;c++;1;1.0359
1;800;4;c++;1;1.0150
1;800;4;c++;1;1.0027
2;800;4;c++;1;1.1628
2;800;4;c++;1;1.1902
2;800;4;c++;1;1.1643
2;800;4;c++;1;1.1628
2;800;4;c++;1;1.1641
2;800;4;c++;1;1.1622
2;800;4;c++;1;1.1646
2;800;4;c++;1;1.1899
2;800;4;c++;1;1.1622
2;800;4;c++;1;1.1636
2;800;4;c++;1;1.1639
2;800;4;c++;1;1.1632
2;800;4;c++;1;1.1721
2;800;4;c++;1;1.1650
2;800;4;c++;1;1.1647
2;800;4;c++;1;1.2551
2;800;4;c++;1;1.1645
2;800;4;c++;1;1.1790
2;800;4;c++;1;1.1722
2;800;4;c++;1;1.1649
2;800;4;c++;1;1.1636
2;800;4;c++;1;1.1646
2;800;4;c++;1;1.1692
2;800;4;c++;1;1.1651
2;800;4;c++;1;1.1645
2;800;4;c++;1;1.1646
2;800;4;c++;1;1.1647
2;800;4;c++;1;1.1646
2;800;4;c++;1;1.1767
2;800;4;c++;1;1.1645
2;800;4;c++;1;1.1634
2;800;4;c++;1;1.1649
2;800;4;c++;1;1.1651
2;800;4;c++;1;1.1762
2;800;4;c++;1;1.1656
2;800;4;c++;1;1.1647
2;800;4;c++;1;1.1642
2;800;4;c++;1;1.1647
2;800;4;c++;1;1.1679
2;800;4;c++;1;1.1647
2;800;4;c++;1;1.1646
2;800;4;c++;1;1.1650
2;800;4;c++;1;1.1641
2;800;4;c++;1;1.1642
2;800;4;c++;1;1.1748
2;800;4;c++;1;1.1652
2;800;4;c++;1;1.1659
2;800;4;c++;1;1.1647
2;800;4;c++;1;1.1644
2;800;4;c++;1;1.1686
2;800;4;c++;1;1.1643
2;800;4;c++;1;1.1648
2;800;4;c++;1;1.1648
2;800;4;c++;1;1.1648
2;800;4;c++;1;1.1689
2;800;4;c++;1;1.1650
2;800;4;c++;1;1.1647
2;800;4;c++;1;1.1650
2;800;4;c++;1;1.1652
2;800;4;c++;1;1.1648
2;800;4;c++;1;1.1753
2;800;4;c++;1;1.1637
2;800;4;c++;1;1.1651
2;800;4;c++;1;1.1826
2;800;4;c++;1;1.1584
2;800;4;c++;1;1.1708
2;800;4;c++;1;1.1638
2;800;4;c++;1;1.1636
2;800;4;c++;1;1.1640
2;800;4;c++;1;1.1634
2;800;4;c++;1;1.1796
2;800;4;c++;1;1.1644
2;800;4;c++;1;1.1635
2;800;4;c++;1;1.1633
2;800;4;c++;1;1.1643
2;800;4;c++;1;1.1643
2;800;4;c++;1;1.1676
2;800;4;c++;1;1.1632
2;800;4;c++;1;1.1635
2;800;4;c++;1;1.1623
2;800;4;c++;1;1.1637
2;800;4;c++;1;1.1659
2;800;4;c++;1;1.1635
2;800;4;c++;1;1.1635
2;800;4;c++;1;1.1638
2;800;4;c++;1;1.1773
2;800;4;c++;1;1.1800
2;800;4;c++;1;1.1663
2;800;4;c++;1;1.1653
2;800;4;c++;1;1.1631
2;800;4;c++;1;1.1643
2;800;4;c++;1;1.1640
2;800;4;c++;1;1.1684
2;800;4;c++;1;1.1650
2;800;4;c++;1;1.1654
2;800;4;c++;1;1.1645
2;800;4;c++;1;1.1651
2;800;4;c++;1;1.1675
2;800;4;c++;1;1.1649
2;800;4;c++;1;1.1649
1;900;4;c++;1;1.0377
1;900;4;c++;1;1.0481
1;900;4;c++;1;1.0378
1;900;4;c++;1;1.0272
1;900;4;c++;1;1.0375
1;900;4;c++;1;1.0699
1;900;4;c++;1;1.0395
1;900;4;c++;1;1.0388
1;900;4;c++;1;1.0469
1;900;4;c++;1;1.0586
1;900;4;c++;1;1.0268
1;900;4;c++;1;1.0377
1;900;4;c++;1;1.0375
1;900;4;c++;1;1.0390
1;900;4;c++;1;1.0395
1;900;4;c++;1;1.0536
1;900;4;c++;1;1.0368
1;900;4;c++;1;1.0333
1;900;4;c++;1;1.0374
1;900;4;c++;1;1.0379
1;900;4;c++;1;1.0379
1;900;4;c++;1;1.0373
1;900;4;c++;1;1.0373
1;900;4;c++;1;1.0364
1;900;4;c++;1;1.0372
1;900;4;c++;1;1.0372
1;900;4;c++;1;1.0372
1;900;4;c++;1;1.0574
1;900;4;c++;1;1.0585
1;900;4;c++;1;1.0493
1;900;4;c++;1;1.0273
1;900;4;c++;1;1.0374
1;900;4;c++;1;1.0386
1;900;4;c++;1;1.0379
1;900;4;c++;1;1.0374
1;900;4;c++;1;1.0641
1;900;4;c++;1;1.0368
