PC;Tamaño (nxn);Algoritmo;Lenguaje;Repetición;Tiempo (ns)
2;900;1;go;2;3.5990
2;900;1;go;2;3.7300
2;900;1;go;2;3.7260
2;900;1;go;2;3.7370
2;900;1;go;2;3.6840
2;900;1;go;2;3.7540
2;900;1;go;2;3.7390
2;900;1;go;2;3.7300
2;900;1;go;2;3.7230
2;900;1;go;2;3.7250
2;900;1;go;2;3.7430
2;900;1;go;2;3.7260
2;900;1;go;2;3.7210
2;900;1;go;2;3.7200
2;900;1;go;2;3.7050
2;900;1;go;2;3.6310
2;900;1;go;2;3.6230
2;900;1;go;2;3.6750
2;900;1;go;2;3.7210
1;1000;1;go;2;2.6320
1;1000;1;go;2;2.6600
1;1000;1;go;2;2.6000
1;1000;1;go;2;2.6020
1;1000;1;go;2;2.6010
1;1000;1;go;2;2.5920
1;1000;1;go;2;2.6010
1;1000;1;go;2;2.5910
1;1000;1;go;2;2.5970
1;1000;1;go;2;2.5800
1;1000;1;go;2;2.5740
1;1000;1;go;2;2.5920
1;1000;1;go;2;2.5930
1;1000;1;go;2;2.5680
1;1000;1;go;2;2.5830
1;1000;1;go;2;2.5750
1;1000;1;go;2;2.5760
1;1000;1;go;2;2.5920
1;1000;1;go;2;2.5640
1;1000;1;go;2;2.5880
1;1000;1;go;2;2.5650
1;1000;1;go;2;2.5770
1;1000;1;go;2;2.5880
1;1000;1;go;2;2.5790
1;1000;1;go;2;2.5710
1;1000;1;go;2;2.5710
1;1000;1;go;2;2.5900
1;1000;1;go;2;2.5780
1;1000;1;go;2;2.5870
1;1000;1;go;2;2.5730
1;1000;1;go;2;2.5720
1;1000;1;go;2;2.5770
1;1000;1;go;2;2.5810
1;1000;1;go;2;2.5670
1;1000;1;go;2;2.6070
1;1000;1;go;2;2.5270
1;1000;1;go;2;2.5200
1;1000;1;go;2;2.5490
1;1000;1;go;2;2.5230
1;1000;1;go;2;2.5140
1;1000;1;go;2;2.5290
1;1000;1;go;2;2.5270
1;1000;1;go;2;2.5120
1;1000;1;go;2;2.5590
1;1000;1;go;2;2.5230
1;1000;1;go;2;2.5210
1;1000;1;go;2;2.5230
1;1000;1;go;2;2.5190
1;1000;1;go;2;2.5050
1;1000;1;go;2;2.5630
1;1000;1;go;2;2.6160
1;1000;1;go;2;2.6530
1;1000;1;go;2;2.8110
1;1000;1;go;2;2.6650
1;1000;1;go;2;2.5420
1;1000;1;go;2;2.5220
1;1000;1;go;2;2.5680
1;1000;1;go;2;2.5350
1;1000;1;go;2;2.5120
1;1000;1;go;2;2.5090
1;1000;1;go;2;2.5150
1;1000;1;go;2;2.4980
1;1000;1;go;2;2.5660
1;1000;1;go;2;2.5150
1;1000;1;go;2;2.5130
1;1000;1;go;2;2.5050
1;1000;1;go;2;2.5120
1;1000;1;go;2;2.5070
1;1000;1;go;2;2.5460
1;1000;1;go;2;2.5310
1;1000;1;go;2;2.5130
1;1000;1;go;2;2.5080
1;1000;1;go;2;2.5110
1;1000;1;go;2;2.4980
1;1000;1;go;2;2.5190
1;1000;1;go;2;2.6790
1;1000;1;go;2;2.5430
1;1000;1;go;2;2.5300
1;1000;1;go;2;2.5110
1;1000;1;go;2;2.5090
1;1000;1;go;2;2.5080
1;1000;1;go;2;2.5710
1;1000;1;go;2;2.5740
1;1000;1;go;2;2.5300
1;1000;1;go;2;2.5470
1;1000;1;go;2;2.5390
1;1000;1;go;2;2.5280
1;1000;1;go;2;2.5670
1;1000;1;go;2;2.5170
1;1000;1;go;2;2.5210
1;1000;1;go;2;2.5520
1;1000;1;go;2;2.5270
1;1000;1;go;2;2.5070
1;1000;1;go;2;2.5280
1;1000;1;go;2;2.5620
1;1000;1;go;2;2.5180
1;1000;1;go;2;2.5420
1;1000;1;go;2;2.5230
1;1000;1;go;2;2.5140
1;1000;1;go;2;2.5200
2;1000;1;go;2;3.5670
2;1000;1;go;2;3.4110
2;1000;1;go;2;3.6660
2;1000;1;go;2;3.5550
2;1000;1;go;2;3.8150
2;1000;1;go;2;3.6500
2;1000;1;go;2;3.5750
2;1000;1;go;2;3.5940
2;1000;1;go;2;3.6460
2;1000;1;go;2;3.7990
2;1000;1;go;2;3.6270
2;1000;1;go;2;3.6850
2;1000;1;go;2;3.8410
2;1000;1;go;2;3.7810
2;1000;1;go;2;3.7390
2;1000;1;go;2;3.8690
2;1000;1;go;2;4.1790
2;1000;1;go;2;4.2160
2;1000;1;go;2;5.1740
2;1000;1;go;2;5.0350
2;1000;1;go;2;6.4300
2;1000;1;go;2;5.6980
2;1000;1;go;2;5.4560
2;1000;1;go;2;3.7690
2;1000;1;go;2;3.9980
2;1000;1;go;2;4.3150
2;1000;1;go;2;4.2770
2;1000;1;go;2;4.2040
2;1000;1;go;2;4.1780
2;1000;1;go;2;4.1390
2;1000;1;go;2;4.2040
2;1000;1;go;2;4.2260
2;1000;1;go;2;3.7850
2;1000;1;go;2;3.8850
2;1000;1;go;2;4.0970
2;1000;1;go;2;3.7850
2;1000;1;go;2;3.8010
2;1000;1;go;2;3.5940
2;1000;1;go;2;3.5650
2;1000;1;go;2;3.5660
2;1000;1;go;2;3.8970
2;1000;1;go;2;5.1800
2;1000;1;go;2;6.3920
2;1000;1;go;2;6.4620
2;1000;1;go;2;6.0310
2;1000;1;go;2;4.1490
2;1000;1;go;2;4.1570
2;1000;1;go;2;4.1350
2;1000;1;go;2;5.1700
2;1000;1;go;2;5.9730
2;1000;1;go;2;5.1670
2;1000;1;go;2;6.4420
2;1000;1;go;2;6.0300
2;1000;1;go;2;4.0780
2;1000;1;go;2;4.1840
2;1000;1;go;2;3.9630
2;1000;1;go;2;3.7800
2;1000;1;go;2;3.8980
2;1000;1;go;2;5.1810
2;1000;1;go;2;6.0470
2;1000;1;go;2;4.1400
2;1000;1;go;2;3.6420
2;1000;1;go;2;3.7790
2;1000;1;go;2;3.7040
2;1000;1;go;2;3.7720
2;1000;1;go;2;6.6430
2;1000;1;go;2;7.4450
2;1000;1;go;2;6.5430
2;1000;1;go;2;6.0100
2;1000;1;go;2;6.0550
2;1000;1;go;2;4.1330
2;1000;1;go;2;4.2280
2;1000;1;go;2;4.2130
2;1000;1;go;2;4.6860
2;1000;1;go;2;3.8650
2;1000;1;go;2;3.7600
2;1000;1;go;2;3.8710
2;1000;1;go;2;3.7360
2;1000;1;go;2;3.7550
2;1000;1;go;2;3.9940
2;1000;1;go;2;4.2470
2;1000;1;go;2;5.2540
2;1000;1;go;2;6.5280
2;1000;1;go;2;5.7580
2;1000;1;go;2;5.9930
2;1000;1;go;2;3.9220
2;1000;1;go;2;3.7640
2;1000;1;go;2;3.8900
2;1000;1;go;2;3.8520
2;1000;1;go;2;3.8730
2;1000;1;go;2;3.9030
2;1000;1;go;2;3.8950
2;1000;1;go;2;3.7970
2;1000;1;go;2;3.8810
2;1000;1;go;2;3.7600
2;1000;1;go;2;3.7530
2;1000;1;go;2;3.7750
2;1000;1;go;2;3.7630
2;1000;1;go;2;3.7410
2;1000;1;go;2;3.7240
1;1100;1;go;2;2.6550
1;1100;1;go;2;2.6500
1;1100;1;go;2;2.6190
1;1100;1;go;2;2.5930
1;1100;1;go;2;2.6110
1;1100;1;go;2;2.6420
1;1100;1;go;2;3.3810
1;1100;1;go;2;4.5970
1;1100;1;go;2;3.3030
1;1100;1;go;2;2.6220
1;1100;1;go;2;2.6380
1;1100;1;go;2;2.6180
1;1100;1;go;2;2.6030
1;1100;1;go;2;2.6240
1;1100;1;go;2;2.6170
1;1100;1;go;2;2.6160
1;1100;1;go;2;2.6130
1;1100;1;go;2;2.6190
1;1100;1;go;2;2.6200
1;1100;1;go;2;2.6180
1;1100;1;go;2;2.6140
1;1100;1;go;2;2.6000
1;1100;1;go;2;2.5860
1;1100;1;go;2;2.6050
1;1100;1;go;2;2.5900
1;1100;1;go;2;2.6140
1;1100;1;go;2;2.6150
1;1100;1;go;2;2.6140
1;1100;1;go;2;2.5890
1;1100;1;go;2;2.5860
1;1100;1;go;2;2.5950
1;1100;1;go;2;2.5820
1;1100;1;go;2;2.5910
1;1100;1;go;2;2.5970
1;1100;1;go;2;2.5810
1;1100;1;go;2;2.5770
1;1100;1;go;2;2.5940
1;1100;1;go;2;2.5940
1;1100;1;go;2;2.5730
1;1100;1;go;2;2.5810
1;1100;1;go;2;2.5860
1;1100;1;go;2;2.5740
1;1100;1;go;2;2.6000
1;1100;1;go;2;2.5800
1;1100;1;go;2;2.5710
1;1100;1;go;2;2.5850
1;1100;1;go;2;2.5830
1;1100;1;go;2;2.5900
1;1100;1;go;2;2.5890
1;1100;1;go;2;2.5870
1;1100;1;go;2;2.5770
1;1100;1;go;2;2.6030
1;1100;1;go;2;2.5370
1;1100;1;go;2;2.4940
1;1100;1;go;2;2.5320
1;1100;1;go;2;2.7230
1;1100;1;go;2;2.5290
1;1100;1;go;2;2.5340
1;1100;1;go;2;2.5060
1;1100;1;go;2;2.5730
1;1100;1;go;2;2.5510
1;1100;1;go;2;2.5360
1;1100;1;go;2;2.5010
1;1100;1;go;2;2.5450
1;1100;1;go;2;2.4610
1;1100;1;go;2;2.4970
1;1100;1;go;2;2.5530
1;1100;1;go;2;2.4900
1;1100;1;go;2;2.4870
1;1100;1;go;2;2.4860
1;1100;1;go;2;2.4870
1;1100;1;go;2;2.6110
1;1100;1;go;2;2.5090
1;1100;1;go;2;2.5030
1;1100;1;go;2;2.4650
1;1100;1;go;2;2.5640
1;1100;1;go;2;2.5770
1;1100;1;go;2;2.4610
1;1100;1;go;2;2.5570
1;1100;1;go;2;2.5410
1;1100;1;go;2;2.4880
1;1100;1;go;2;3.0070
1;1100;1;go;2;2.6160
1;1100;1;go;2;2.5020
1;1100;1;go;2;2.5920
1;1100;1;go;2;2.5460
1;1100;1;go;2;2.5650
1;1100;1;go;2;2.5970
1;1100;1;go;2;2.6920
1;1100;1;go;2;2.5520
1;1100;1;go;2;2.5540
1;1100;1;go;2;2.5780
1;1100;1;go;2;2.5240
1;1100;1;go;2;2.5280
1;1100;1;go;2;2.5320
1;1100;1;go;2;2.5320
1;1100;1;go;2;2.5230
1;1100;1;go;2;2.5690
1;1100;1;go;2;2.5200
1;1100;1;go;2;2.5230
2;1100;1;go;2;4.0580
2;1100;1;go;2;4.2410
2;1100;1;go;2;5.2720
2;1100;1;go;2;5.0580
2;1100;1;go;2;3.7690
2;1100;1;go;2;3.7130
2;1100;1;go;2;3.8250
2;1100;1;go;2;3.6000
2;1100;1;go;2;3.6910
2;1100;1;go;2;3.6470
2;1100;1;go;2;3.6680
2;1100;1;go;2;3.7180
2;1100;1;go;2;4.2020
2;1100;1;go;2;4.3010
2;1100;1;go;2;3.7960
2;1100;1;go;2;3.7330
2;1100;1;go;2;3.7440
2;1100;1;go;2;3.7500
2;1100;1;go;2;3.5780
2;1100;1;go;2;3.6690
2;1100;1;go;2;4.2330
2;1100;1;go;2;4.0850
2;1100;1;go;2;3.6010
2;1100;1;go;2;3.7680
2;1100;1;go;2;3.7480
2;1100;1;go;2;3.7940
2;1100;1;go;2;3.6440
2;1100;1;go;2;3.7550
2;1100;1;go;2;4.2400
2;1100;1;go;2;3.7390
2;1100;1;go;2;3.5740
2;1100;1;go;2;3.4940
2;1100;1;go;2;3.7400
2;1100;1;go;2;4.0460
2;1100;1;go;2;3.7520
2;1100;1;go;2;3.7220
2;1100;1;go;2;4.2300
2;1100;1;go;2;4.2730
2;1100;1;go;2;3.8890
2;1100;1;go;2;3.6010
2;1100;1;go;2;3.6860
2;1100;1;go;2;3.7050
2;1100;1;go;2;4.2350
2;1100;1;go;2;6.2490
2;1100;1;go;2;4.0250
2;1100;1;go;2;3.6150
2;1100;1;go;2;4.3150
2;1100;1;go;2;4.1900
2;1100;1;go;2;3.7130
2;1100;1;go;2;3.8700
2;1100;1;go;2;4.0110
2;1100;1;go;2;4.0240
2;1100;1;go;2;3.6970
2;1100;1;go;2;3.6340
2;1100;1;go;2;3.6060
2;1100;1;go;2;3.7680
2;1100;1;go;2;3.6190
2;1100;1;go;2;4.0620
2;1100;1;go;2;4.1120
2;1100;1;go;2;4.0520
2;1100;1;go;2;3.7760
2;1100;1;go;2;3.4950
2;1100;1;go;2;3.6230
2;1100;1;go;2;3.9880
2;1100;1;go;2;3.9700
2;1100;1;go;2;3.5320
2;1100;1;go;2;3.6940
2;1100;1;go;2;4.2080
2;1100;1;go;2;4.2180
2;1100;1;go;2;4.1420
2;1100;1;go;2;4.2800
2;1100;1;go;2;4.1500
2;1100;1;go;2;4.2110
2;1100;1;go;2;6.0680
2;1100;1;go;2;4.1180
2;1100;1;go;2;4.1590
2;1100;1;go;2;3.6650
2;1100;1;go;2;3.6210
2;1100;1;go;2;4.0340
2;1100;1;go;2;3.7350
2;1100;1;go;2;3.7060
2;1100;1;go;2;5.1910
2;1100;1;go;2;3.7520
2;1100;1;go;2;3.6880
2;1100;1;go;2;3.7370
2;1100;1;go;2;3.7120
2;1100;1;go;2;4.0360
2;1100;1;go;2;4.0580
2;1100;1;go;2;4.0250
2;1100;1;go;2;3.5700
2;1100;1;go;2;3.9950
2;1100;1;go;2;4.2440
2;1100;1;go;2;4.2230
2;1100;1;go;2;4.1920
2;1100;1;go;2;6.1920
2;1100;1;go;2;4.4150
2;1100;1;go;2;4.0170
2;1100;1;go;2;3.7030
2;1100;1;go;2;3.9130
2;1100;1;go;2;3.6620
1;400;2;go;2;3.3760
1;400;2;go;2;3.2970
1;400;2;go;2;3.2960
1;400;2;go;2;3.2440
1;400;2;go;2;3.5020
1;400;2;go;2;3.2330
1;400;2;go;2;3.2870
1;400;2;go;2;3.2330
1;400;2;go;2;3.2860
1;400;2;go;2;3.2340
1;400;2;go;2;3.2860
1;400;2;go;2;3.2340
1;400;2;go;2;3.3780
1;400;2;go;2;3.2340
1;400;2;go;2;3.3750
1;400;2;go;2;3.2340
1;400;2;go;2;3.2840
1;400;2;go;2;3.2330
1;400;2;go;2;3.2840
1;400;2;go;2;3.2840
1;400;2;go;2;3.2340
1;400;2;go;2;3.2850
1;400;2;go;2;3.2340
1;400;2;go;2;3.3190
1;400;2;go;2;3.2330
1;400;2;go;2;3.2860
1;400;2;go;2;3.2320
1;400;2;go;2;3.3340
1;400;2;go;2;3.2330
1;400;2;go;2;3.2850
1;400;2;go;2;3.2330
1;400;2;go;2;3.2860
1;400;2;go;2;3.2340
1;400;2;go;2;3.2840
1;400;2;go;2;3.2330
1;400;2;go;2;3.2840
1;400;2;go;2;3.2850
1;400;2;go;2;3.4580
1;400;2;go;2;3.2890
1;400;2;go;2;3.2800
1;400;2;go;2;3.3690
1;400;2;go;2;3.2330
1;400;2;go;2;3.4620
1;400;2;go;2;3.2380
1;400;2;go;2;3.2860
1;400;2;go;2;3.2340
1;400;2;go;2;3.2860
1;400;2;go;2;3.2340
1;400;2;go;2;3.2860
1;400;2;go;2;3.2860
1;400;2;go;2;3.2340
1;400;2;go;2;3.2850
1;400;2;go;2;3.3600
1;400;2;go;2;3.2850
1;400;2;go;2;3.8700
1;400;2;go;2;3.5830
1;400;2;go;2;3.2330
1;400;2;go;2;3.2860
1;400;2;go;2;3.2340
1;400;2;go;2;3.2860
1;400;2;go;2;3.3850
1;400;2;go;2;3.2340
1;400;2;go;2;3.2850
1;400;2;go;2;3.2830
1;400;2;go;2;3.2850
1;400;2;go;2;3.2330
1;400;2;go;2;3.2870
1;400;2;go;2;3.2350
1;400;2;go;2;3.3690
1;400;2;go;2;3.7280
1;400;2;go;2;3.2880
1;400;2;go;2;3.2330
1;400;2;go;2;3.2860
1;400;2;go;2;4.2880
1;400;2;go;2;3.3000
1;400;2;go;2;3.3010
1;400;2;go;2;3.2490
1;400;2;go;2;3.3010
1;400;2;go;2;3.9960
1;400;2;go;2;3.2820
1;400;2;go;2;3.9520
1;400;2;go;2;3.2400
1;400;2;go;2;3.2910
1;400;2;go;2;3.2400
1;400;2;go;2;3.3820
1;400;2;go;2;3.2390
1;400;2;go;2;3.2910
1;400;2;go;2;3.2390
1;400;2;go;2;3.2910
1;400;2;go;2;3.2400
1;400;2;go;2;3.2910
1;400;2;go;2;3.2390
1;400;2;go;2;3.2920
1;400;2;go;2;3.2920
1;400;2;go;2;3.2880
1;400;2;go;2;3.3860
1;400;2;go;2;3.2440
1;400;2;go;2;3.3620
1;400;2;go;2;3.2390
1;400;2;go;2;3.2930
2;400;2;go;2;5.1410
2;400;2;go;2;5.1160
2;400;2;go;2;5.0950
2;400;2;go;2;5.1070
2;400;2;go;2;5.7540
2;400;2;go;2;5.1040
2;400;2;go;2;5.1190
2;400;2;go;2;5.0060
2;400;2;go;2;4.8400
2;400;2;go;2;4.8510
2;400;2;go;2;4.8370
2;400;2;go;2;4.9090
2;400;2;go;2;4.5600
2;400;2;go;2;4.0710
2;400;2;go;2;4.0880
2;400;2;go;2;4.0900
2;400;2;go;2;4.0770
2;400;2;go;2;4.1090
2;400;2;go;2;4.0750
2;400;2;go;2;4.0860
2;400;2;go;2;4.0850
2;400;2;go;2;4.0770
2;400;2;go;2;4.0820
2;400;2;go;2;4.0920
2;400;2;go;2;4.0820
2;400;2;go;2;4.0780
2;400;2;go;2;4.0800
2;400;2;go;2;4.0820
2;400;2;go;2;4.5830
2;400;2;go;2;4.0860
2;400;2;go;2;4.0750
2;400;2;go;2;4.0740
2;400;2;go;2;4.0860
2;400;2;go;2;4.0810
2;400;2;go;2;4.0820
2;400;2;go;2;4.1000
2;400;2;go;2;4.0800
2;400;2;go;2;4.0760
2;400;2;go;2;4.0760
2;400;2;go;2;4.0760
2;400;2;go;2;4.0760
2;400;2;go;2;4.1250
2;400;2;go;2;4.1130
2;400;2;go;2;4.0720
2;400;2;go;2;4.0750
2;400;2;go;2;4.0750
2;400;2;go;2;4.0780
2;400;2;go;2;4.0950
2;400;2;go;2;4.0770
2;400;2;go;2;4.0760
2;400;2;go;2;4.0760
2;400;2;go;2;4.0750
2;400;2;go;2;4.0750
2;400;2;go;2;4.5830
2;400;2;go;2;4.0770
2;400;2;go;2;4.0730
2;400;2;go;2;4.0770
2;400;2;go;2;4.0760
2;400;2;go;2;4.0770
2;400;2;go;2;4.1210
2;400;2;go;2;4.2060
2;400;2;go;2;4.0680
2;400;2;go;2;4.0680
2;400;2;go;2;4.0700
2;400;2;go;2;4.0710
2;400;2;go;2;4.0950
2;400;2;go;2;4.0710
2;400;2;go;2;4.0730
2;400;2;go;2;4.0720
2;400;2;go;2;4.0700
2;400;2;go;2;4.0700
2;400;2;go;2;4.1190
2;400;2;go;2;4.0730
2;400;2;go;2;4.1090
2;400;2;go;2;4.0760
2;400;2;go;2;4.0710
2;400;2;go;2;4.0700
2;400;2;go;2;4.0730
2;400;2;go;2;4.5860
2;400;2;go;2;4.0730
2;400;2;go;2;4.0700
2;400;2;go;2;4.0720
2;400;2;go;2;4.0740
2;400;2;go;2;4.1120
2;400;2;go;2;4.0720
2;400;2;go;2;4.0710
2;400;2;go;2;4.0710
2;400;2;go;2;4.0750
2;400;2;go;2;4.0720
2;400;2;go;2;4.0790
2;400;2;go;2;4.0930
2;400;2;go;2;4.0730
2;400;2;go;2;4.0720
2;400;2;go;2;4.0700
2;400;2;go;2;4.0730
2;400;2;go;2;4.0700
2;400;2;go;2;4.0870
2;400;2;go;2;4.0710
2;400;2;go;2;4.0730
2;400;2;go;2;4.2330
1;500;2;go;2;3.2080
1;500;2;go;2;3.1480
1;500;2;go;2;3.2680
1;500;2;go;2;3.1820
1;500;2;go;2;3.1800
1;500;2;go;2;3.1810
1;500;2;go;2;3.1480
1;500;2;go;2;3.1800
1;500;2;go;2;3.1800
1;500;2;go;2;3.4680
1;500;2;go;2;3.4140
1;500;2;go;2;3.1780
1;500;2;go;2;3.1810
1;500;2;go;2;3.1810
1;500;2;go;2;3.2000
1;500;2;go;2;3.1810
1;500;2;go;2;3.1490
1;500;2;go;2;3.1800
1;500;2;go;2;3.1800
1;500;2;go;2;3.1830
1;500;2;go;2;3.1820
1;500;2;go;2;3.2220
1;500;2;go;2;3.9930
1;500;2;go;2;3.2500
1;500;2;go;2;3.2570
1;500;2;go;2;3.2580
1;500;2;go;2;3.2560
1;500;2;go;2;3.3140
1;500;2;go;2;3.2190
1;500;2;go;2;3.3480
1;500;2;go;2;3.2540
1;500;2;go;2;3.2560
1;500;2;go;2;3.2530
1;500;2;go;2;3.2460
1;500;2;go;2;3.2960
1;500;2;go;2;3.2480
1;500;2;go;2;3.2460
1;500;2;go;2;3.2810
1;500;2;go;2;3.2480
1;500;2;go;2;3.2460
1;500;2;go;2;3.2110
1;500;2;go;2;3.2450
1;500;2;go;2;3.2450
1;500;2;go;2;3.2700
1;500;2;go;2;3.2460
1;500;2;go;2;3.2120
1;500;2;go;2;3.3180
1;500;2;go;2;3.2900
1;500;2;go;2;3.2460
1;500;2;go;2;3.3240
1;500;2;go;2;3.2450
1;500;2;go;2;3.2120
1;500;2;go;2;3.2460
1;500;2;go;2;3.2450
1;500;2;go;2;3.2460
1;500;2;go;2;3.2460
1;500;2;go;2;3.2430
1;500;2;go;2;3.2120
1;500;2;go;2;3.2450
1;500;2;go;2;3.3630
1;500;2;go;2;3.2450
1;500;2;go;2;3.2450
1;500;2;go;2;3.2430
1;500;2;go;2;3.2480
1;500;2;go;2;3.2960
1;500;2;go;2;3.2450
1;500;2;go;2;3.2450
1;500;2;go;2;3.2450
1;500;2;go;2;3.2130
1;500;2;go;2;3.2450
1;500;2;go;2;3.2450
1;500;2;go;2;3.2660
1;500;2;go;2;3.2450
1;500;2;go;2;3.3240
1;500;2;go;2;3.2110
1;500;2;go;2;3.2460
1;500;2;go;2;3.2450
1;500;2;go;2;3.2460
1;500;2;go;2;3.2460
1;500;2;go;2;3.2430
1;500;2;go;2;3.2450
1;500;2;go;2;3.2460
1;500;2;go;2;3.2960
1;500;2;go;2;3.3120
1;500;2;go;2;3.2440
1;500;2;go;2;3.2430
1;500;2;go;2;3.2460
1;500;2;go;2;3.2450
1;500;2;go;2;3.2480
1;500;2;go;2;3.2460
1;500;2;go;2;3.2110
1;500;2;go;2;3.2480
1;500;2;go;2;3.2450
1;500;2;go;2;3.2460
1;500;2;go;2;3.2450
1;500;2;go;2;3.2650
1;500;2;go;2;3.2140
1;500;2;go;2;3.2880
1;500;2;go;2;3.2450
1;500;2;go;2;3.2460
2;500;2;go;2;7.1210
2;500;2;go;2;7.1740
2;500;2;go;2;7.0040
2;500;2;go;2;7.0990
2;500;2;go;2;4.5400
2;500;2;go;2;4.0510
2;500;2;go;2;4.0640
2;500;2;go;2;4.0600
2;500;2;go;2;4.0520
2;500;2;go;2;4.0540
2;500;2;go;2;4.0640
2;500;2;go;2;4.0520
2;500;2;go;2;4.0510
2;500;2;go;2;4.0530
2;500;2;go;2;4.0800
2;500;2;go;2;4.0550
2;500;2;go;2;4.0540
2;500;2;go;2;4.0520
2;500;2;go;2;4.0680
2;500;2;go;2;4.0540
2;500;2;go;2;4.0530
2;500;2;go;2;4.0520
2;500;2;go;2;4.1680
2;500;2;go;2;4.0550
2;500;2;go;2;4.0550
2;500;2;go;2;4.0520
2;500;2;go;2;4.0650
2;500;2;go;2;4.0550
2;500;2;go;2;4.0540
2;500;2;go;2;4.1030
2;500;2;go;2;4.0960
2;500;2;go;2;4.0520
2;500;2;go;2;4.0540
2;500;2;go;2;4.0520
2;500;2;go;2;4.0790
2;500;2;go;2;4.0520
2;500;2;go;2;4.0520
2;500;2;go;2;4.0560
2;500;2;go;2;4.0900
2;500;2;go;2;4.0530
2;500;2;go;2;4.0510
2;500;2;go;2;4.0520
2;500;2;go;2;4.0830
2;500;2;go;2;4.0530
2;500;2;go;2;4.0520
2;500;2;go;2;4.0530
2;500;2;go;2;4.0870
2;500;2;go;2;4.0530
2;500;2;go;2;4.0550
2;500;2;go;2;4.0660
2;500;2;go;2;4.0890
2;500;2;go;2;4.0550
2;500;2;go;2;4.0610
2;500;2;go;2;4.0800
2;500;2;go;2;4.0530
2;500;2;go;2;4.0520
2;500;2;go;2;4.0500
2;500;2;go;2;4.0620
2;500;2;go;2;4.0580
2;500;2;go;2;4.0500
2;500;2;go;2;4.0520
2;500;2;go;2;4.0870
2;500;2;go;2;4.0530
2;500;2;go;2;4.0530
2;500;2;go;2;4.0520
2;500;2;go;2;4.0820
2;500;2;go;2;4.0520
2;500;2;go;2;4.0530
2;500;2;go;2;4.1070
2;500;2;go;2;4.0660
2;500;2;go;2;4.0540
2;500;2;go;2;4.0530
2;500;2;go;2;4.0520
2;500;2;go;2;4.0830
2;500;2;go;2;4.0540
2;500;2;go;2;4.0520
2;500;2;go;2;4.0500
2;500;2;go;2;4.0640
2;500;2;go;2;4.0510
2;500;2;go;2;4.0540
2;500;2;go;2;4.0520
2;500;2;go;2;4.0800
2;500;2;go;2;4.0510
2;500;2;go;2;4.0550
2;500;2;go;2;4.0500
2;500;2;go;2;4.0850
2;500;2;go;2;4.0490
2;500;2;go;2;4.0540
2;500;2;go;2;4.0510
2;500;2;go;2;4.0650
2;500;2;go;2;4.0550
2;500;2;go;2;4.0530
2;500;2;go;2;4.0920
2;500;2;go;2;4.0860
2;500;2;go;2;4.0530
2;500;2;go;2;4.0500
2;500;2;go;2;4.0650
2;500;2;go;2;4.0510
2;500;2;go;2;4.0530
2;500;2;go;2;4.0510
1;600;2;go;2;3.3120
1;600;2;go;2;3.3940
1;600;2;go;2;3.1660
1;600;2;go;2;3.1860
1;600;2;go;2;3.1660
1;600;2;go;2;3.1660
1;600;2;go;2;3.1640
1;600;2;go;2;3.1630
1;600;2;go;2;3.1620
1;600;2;go;2;3.2210
1;600;2;go;2;3.7660
1;600;2;go;2;3.1670
1;600;2;go;2;3.1610
1;600;2;go;2;3.2300
1;600;2;go;2;3.1610
1;600;2;go;2;3.1790
1;600;2;go;2;3.1610
1;600;2;go;2;3.1610
1;600;2;go;2;3.3550
1;600;2;go;2;3.2170
1;600;2;go;2;3.1820
1;600;2;go;2;3.3770
1;600;2;go;2;3.1620
1;600;2;go;2;3.1610
1;600;2;go;2;3.2590
1;600;2;go;2;3.1830
1;600;2;go;2;3.2520
1;600;2;go;2;3.3650
1;600;2;go;2;3.1620
1;600;2;go;2;3.1630
1;600;2;go;2;3.1610
1;600;2;go;2;3.2040
1;600;2;go;2;3.1600
1;600;2;go;2;3.3750
1;600;2;go;2;3.1600
1;600;2;go;2;3.4780
1;600;2;go;2;3.2050
1;600;2;go;2;3.4970
1;600;2;go;2;3.1640
1;600;2;go;2;3.1980
1;600;2;go;2;3.2170
1;600;2;go;2;3.1600
1;600;2;go;2;3.1830
1;600;2;go;2;3.1600
1;600;2;go;2;3.5840
1;600;2;go;2;3.2360
1;600;2;go;2;3.2370
1;600;2;go;2;3.2570
1;600;2;go;2;3.2550
1;600;2;go;2;3.2330
1;600;2;go;2;3.2340
1;600;2;go;2;3.2340
1;600;2;go;2;3.2850
1;600;2;go;2;3.2340
1;600;2;go;2;3.2340
1;600;2;go;2;3.4480
1;600;2;go;2;3.2350
1;600;2;go;2;3.2890
1;600;2;go;2;3.2570
1;600;2;go;2;3.2340
1;600;2;go;2;3.2550
1;600;2;go;2;3.2850
1;600;2;go;2;3.2340
1;600;2;go;2;3.5190
1;600;2;go;2;3.3020
1;600;2;go;2;3.2350
1;600;2;go;2;3.4460
1;600;2;go;2;3.2360
1;600;2;go;2;3.2780
1;600;2;go;2;3.2840
1;600;2;go;2;3.2350
1;600;2;go;2;3.2340
1;600;2;go;2;3.2910
1;600;2;go;2;3.2650
1;600;2;go;2;3.2340
1;600;2;go;2;3.2340
1;600;2;go;2;3.2560
1;600;2;go;2;3.2700
1;600;2;go;2;3.5010
1;600;2;go;2;3.2350
1;600;2;go;2;3.2570
1;600;2;go;2;3.2360
1;600;2;go;2;3.2340
1;600;2;go;2;3.2340
