2,400,2,go,0,5.324
2,400,2,go,1,5.156
2,400,2,go,2,5.148
2,400,2,go,3,5.239
2,400,2,go,4,5.234
2,400,2,go,5,5.144
2,400,2,go,6,5.252
2,400,2,go,7,5.148
2,400,2,go,8,5.203
2,400,2,go,9,5.151
2,400,2,go,10,5.150
2,400,2,go,11,5.261
2,400,2,go,12,5.155
2,400,2,go,13,5.264
2,400,2,go,14,4.882
2,400,2,go,15,4.336
2,400,2,go,16,4.342
2,400,2,go,17,4.334
2,400,2,go,18,4.339
2,400,2,go,19,4.398
2,400,2,go,20,4.334
2,400,2,go,21,4.347
2,400,2,go,22,4.331
2,400,2,go,23,4.341
2,400,2,go,24,4.431
2,400,2,go,25,4.335
2,400,2,go,26,4.332
2,400,2,go,27,4.341
2,400,2,go,28,4.342
2,400,2,go,29,4.335
2,400,2,go,30,4.404
2,400,2,go,31,4.336
2,400,2,go,32,4.348
2,400,2,go,33,4.382
2,400,2,go,34,4.360
2,400,2,go,35,4.539
2,400,2,go,36,4.346
2,400,2,go,37,4.333
2,400,2,go,38,4.335
2,400,2,go,39,4.075
2,400,2,go,40,4.066
2,400,2,go,41,4.488
2,400,2,go,42,4.843
2,400,2,go,43,4.836
2,400,2,go,44,4.862
2,400,2,go,45,4.836
2,400,2,go,46,5.149
2,400,2,go,47,4.905
2,400,2,go,48,5.021
2,400,2,go,49,4.354
2,400,2,go,50,4.354
2,400,2,go,51,4.334
2,400,2,go,52,4.284
2,400,2,go,53,4.076
2,400,2,go,54,4.346
2,400,2,go,55,4.349
2,400,2,go,56,4.334
2,400,2,go,57,4.389
2,400,2,go,58,4.220
2,400,2,go,59,4.338
2,400,2,go,60,4.362
2,400,2,go,61,4.383
2,400,2,go,62,4.344
2,400,2,go,63,4.369
2,400,2,go,64,4.338
2,400,2,go,65,4.330
2,400,2,go,66,4.300
2,400,2,go,67,4.073
2,400,2,go,68,4.077
2,400,2,go,69,4.248
2,400,2,go,70,4.331
2,400,2,go,71,4.337
2,400,2,go,72,4.342
2,400,2,go,73,4.336
2,400,2,go,74,4.345
2,400,2,go,75,4.374
2,400,2,go,76,4.342
2,400,2,go,77,4.343
2,400,2,go,78,4.336
2,400,2,go,79,4.394
2,400,2,go,80,4.389
2,400,2,go,81,4.196
2,400,2,go,82,8.087
2,400,2,go,83,7.126
2,400,2,go,84,7.182
2,400,2,go,85,7.113
2,400,2,go,86,7.121
2,400,2,go,87,7.112
2,400,2,go,88,7.186
2,400,2,go,89,5.109
2,400,2,go,90,4.845
2,400,2,go,91,4.840
2,400,2,go,92,4.878
2,400,2,go,93,4.840
2,400,2,go,94,4.844
2,400,2,go,95,4.838
2,400,2,go,96,4.844
2,400,2,go,97,4.897
2,400,2,go,98,5.402
2,400,2,go,99,5.159
