2,500,2,go,1,4.919
2,500,2,go,2,4.870
2,500,2,go,3,4.801
2,500,2,go,4,4.801
2,500,2,go,5,4.819
2,500,2,go,6,4.886
2,500,2,go,7,5.051
2,500,2,go,8,4.828
2,500,2,go,9,5.424
2,500,2,go,10,4.807
2,500,2,go,11,4.898
2,500,2,go,12,4.823
2,500,2,go,13,4.042
2,500,2,go,14,4.166
2,500,2,go,15,4.226
2,500,2,go,16,4.047
2,500,2,go,17,4.045
2,500,2,go,18,4.041
2,500,2,go,19,4.153
2,500,2,go,20,4.045
2,500,2,go,21,4.048
2,500,2,go,22,4.048
2,500,2,go,23,4.080
2,500,2,go,24,4.191
2,500,2,go,25,4.078
2,500,2,go,26,4.042
2,500,2,go,27,4.066
2,500,2,go,28,4.044
2,500,2,go,29,4.046
2,500,2,go,30,4.044
2,500,2,go,31,4.056
2,500,2,go,32,4.044
2,500,2,go,33,4.043
2,500,2,go,34,4.076
2,500,2,go,35,4.085
2,500,2,go,36,4.043
2,500,2,go,37,4.042
2,500,2,go,38,4.061
2,500,2,go,39,4.047
2,500,2,go,40,4.191
2,500,2,go,41,4.089
2,500,2,go,42,4.086
2,500,2,go,43,4.049
2,500,2,go,44,4.090
2,500,2,go,45,4.046
2,500,2,go,46,4.258
2,500,2,go,47,4.046
2,500,2,go,48,4.067
2,500,2,go,49,4.079
2,500,2,go,50,4.216
2,500,2,go,51,4.043
2,500,2,go,52,4.068
2,500,2,go,53,4.189
2,500,2,go,54,4.373
2,500,2,go,55,4.427
2,500,2,go,56,4.404
2,500,2,go,57,4.369
2,500,2,go,58,4.300
2,500,2,go,59,4.293
2,500,2,go,60,4.996
2,500,2,go,61,4.628
2,500,2,go,62,4.355
2,500,2,go,63,4.292
2,500,2,go,64,4.314
2,500,2,go,65,4.292
2,500,2,go,66,4.288
2,500,2,go,67,4.288
2,500,2,go,68,4.398
2,500,2,go,69,4.407
2,500,2,go,70,5.316
2,500,2,go,71,4.901
2,500,2,go,72,4.290
2,500,2,go,73,4.287
2,500,2,go,74,4.286
2,500,2,go,75,4.320
2,500,2,go,76,4.291
2,500,2,go,77,4.288
2,500,2,go,78,4.288
2,500,2,go,79,4.337
2,500,2,go,80,4.291
2,500,2,go,81,4.293
2,500,2,go,82,4.344
2,500,2,go,83,4.323
2,500,2,go,84,4.293
2,500,2,go,85,4.296
2,500,2,go,86,4.550
2,500,2,go,87,4.293
2,500,2,go,88,4.289
2,500,2,go,89,4.308
2,500,2,go,90,4.318
2,500,2,go,91,4.288
2,500,2,go,92,4.291
2,500,2,go,93,4.311
2,500,2,go,94,4.380
2,500,2,go,95,4.350
2,500,2,go,96,4.304
2,500,2,go,97,4.351
2,500,2,go,98,4.293
2,500,2,go,99,4.364
2,500,2,go,100,4.330
